Date,Open,High,Low,Close,Adj Close,Volume
2017-03-16,70.110001,70.699997,70.070000,70.440002,66.521957,7061000
2017-03-17,70.580002,70.750000,69.809998,69.889999,66.002556,14078400
2017-03-20,70.139999,70.449997,69.709999,69.980003,66.087547,7466200
2017-03-21,70.169998,70.400002,69.690002,69.900002,66.011986,8746800
2017-03-22,70.029999,70.339996,69.720001,70.250000,66.342537,6455600
2017-03-23,70.199997,70.309998,69.750000,69.860001,65.974220,6898800
2017-03-24,69.989998,70.169998,69.529999,69.610001,65.738121,5859000
2017-03-27,69.519997,70.070000,69.360001,69.660004,65.785355,5792600
2017-03-28,69.330002,70.370003,69.330002,70.320000,66.408638,7252200
2017-03-29,70.349998,71.180000,70.309998,70.739998,66.805267,6991000
2017-03-30,70.690002,71.720001,70.639999,71.589996,67.607994,8141500
2017-03-31,71.320000,72.559998,71.230003,72.080002,68.070732,9939800
2017-04-03,72.080002,72.529999,71.779999,71.830002,67.834633,8291300
2017-04-04,71.739998,72.059998,71.529999,72.010002,68.004639,5567300
2017-04-05,71.639999,72.309998,71.559998,71.650002,67.664665,6354500
2017-04-06,71.699997,72.099998,71.379997,71.430000,67.456886,5941100
2017-04-07,72.099998,72.989998,71.800003,72.900002,68.845131,10768000
2017-04-10,72.989998,73.480003,72.730003,73.059998,68.996239,7495900
2017-04-11,73.000000,73.449997,72.930000,73.430000,69.345650,5810500
2017-04-12,73.550003,73.830002,73.250000,73.440002,69.355103,6627300
2017-04-13,73.370003,73.660004,73.150002,73.150002,69.081223,5336400
2017-04-17,73.160004,73.580002,73.150002,73.489998,69.402313,5465400
2017-04-18,73.540001,74.099998,73.480003,73.889999,69.780067,6627900
2017-04-19,74.099998,74.379997,73.860001,74.070000,69.950050,5940600
2017-04-20,74.139999,75.110001,74.110001,74.800003,70.639442,7681300
2017-04-21,74.739998,75.110001,74.599998,74.940002,70.771667,5755700
2017-04-24,75.080002,75.400002,74.419998,74.779999,70.620560,7812500
2017-04-25,74.970001,75.169998,74.860001,75.050003,70.875542,5720400
2017-04-26,75.269997,75.769997,75.169998,75.430000,71.234413,6948500
2017-04-27,75.540001,75.699997,75.019997,75.440002,71.243858,6052200
2017-04-28,75.239998,75.440002,74.930000,75.180000,70.998299,7217400
2017-05-01,75.089996,75.720001,75.089996,75.230003,71.045525,6165900
2017-05-02,75.300003,75.709999,75.250000,75.519997,71.319389,7318400
2017-05-03,75.400002,75.879997,75.180000,75.760002,71.546051,5523600
2017-05-04,75.930000,76.400002,75.830002,76.339996,72.093788,5500800
2017-05-05,76.419998,76.599998,76.180000,76.500000,72.244896,5597800
2017-05-08,76.500000,76.519997,76.070000,76.120003,71.886047,6512200
2017-05-09,76.440002,77.050003,76.330002,76.720001,72.452652,8255300
2017-05-10,76.330002,76.779999,76.190002,76.699997,72.918488,7511900
2017-05-11,76.349998,76.720001,75.930000,76.129997,72.376602,8349400
2017-05-12,75.949997,76.250000,75.370003,75.709999,71.977318,5892900
2017-05-15,75.800003,76.470001,75.800003,76.290001,72.528709,8843900
2017-05-16,76.190002,76.269997,75.080002,75.110001,71.406891,8371800
2017-05-17,75.110001,75.730003,74.959999,75.120003,71.416397,10971000
2017-05-18,76.889999,77.660004,76.129997,77.540001,73.717079,19166800
2017-05-19,77.970001,79.440002,77.769997,78.769997,74.886436,18581700
2017-05-22,78.650002,79.000000,78.300003,78.550003,74.677292,8897600
2017-05-23,78.580002,78.970001,78.440002,78.489998,74.620239,7584900
2017-05-24,78.559998,78.610001,78.139999,78.150002,74.297005,7427000
2017-05-25,78.360001,78.849998,78.150002,78.309998,74.449112,6135000
2017-05-26,78.370003,78.540001,77.790001,78.129997,74.277977,6125800
2017-05-30,78.000000,78.400002,77.930000,78.150002,74.297005,5410400
2017-05-31,78.349998,78.919998,78.220001,78.599998,74.724831,8201700
2017-06-01,78.639999,79.809998,78.599998,79.809998,75.875160,8153100
2017-06-02,79.800003,79.930000,79.220001,79.620003,75.694534,7996500
2017-06-05,79.599998,80.470001,79.480003,80.260002,76.302979,10145700
2017-06-06,79.430000,79.559998,78.260002,78.930000,75.038544,11525900
2017-06-07,79.080002,79.500000,78.730003,79.150002,75.247711,8511200
2017-06-08,79.150002,80.129997,78.230003,78.930000,75.038544,10907600
2017-06-09,79.029999,79.559998,78.720001,79.419998,75.504395,9405100
2017-06-12,79.400002,80.370003,78.839996,79.239998,75.333260,10410600
2017-06-13,79.209999,79.570000,78.889999,79.519997,75.599457,5528000
2017-06-14,79.519997,80.040001,79.260002,79.900002,75.960732,5006500
2017-06-15,79.180000,79.300003,77.760002,78.910004,75.019531,11297200
2017-06-16,73.949997,75.500000,73.290001,75.239998,71.530479,56233000
2017-06-19,75.379997,76.010002,74.519997,75.500000,71.777657,16095100
2017-06-20,75.879997,75.919998,75.320000,75.540001,71.815681,10019200
2017-06-21,75.599998,76.610001,75.580002,76.239998,72.481186,9011400
2017-06-22,76.029999,76.059998,75.300003,75.519997,71.796661,8111300
2017-06-23,75.599998,75.779999,74.550003,74.839996,71.150192,13080300
2017-06-26,74.949997,75.930000,74.919998,75.500000,71.777657,8587500
2017-06-27,75.500000,76.370003,75.449997,76.010002,72.262520,6454400
2017-06-28,76.250000,76.800003,76.139999,76.510002,72.737877,6988900
2017-06-29,76.250000,76.320000,75.489998,75.930000,72.186455,7063500
2017-06-30,76.080002,76.269997,75.669998,75.680000,71.948776,6963300
2017-07-03,75.839996,76.339996,75.080002,75.360001,71.644569,4848600
2017-07-05,75.550003,75.949997,75.169998,75.320000,71.606537,6036900
2017-07-06,75.349998,75.970001,75.239998,75.470001,71.749130,6161800
2017-07-07,75.650002,75.820000,75.050003,75.330002,71.616035,5307100
2017-07-10,75.150002,75.309998,73.129997,73.230003,69.619576,15066700
2017-07-11,73.379997,74.050003,73.330002,73.470001,69.847755,7532600
2017-07-12,73.660004,74.209999,73.660004,73.940002,70.294571,5700200
2017-07-13,74.669998,75.250000,74.510002,75.050003,71.349838,8160500
2017-07-14,76.269997,76.559998,75.910004,76.339996,72.576241,9151900
2017-07-17,76.290001,76.870003,76.190002,76.370003,72.604767,8835600
2017-07-18,76.250000,76.540001,76.000000,76.199997,72.443146,4314900
2017-07-19,76.080002,76.220001,75.599998,75.870003,72.129417,5313600
2017-07-20,75.980003,76.250000,75.699997,76.019997,72.272003,4965400
2017-07-21,75.839996,76.230003,75.550003,76.150002,72.395607,7153300
2017-07-24,76.029999,77.160004,76.029999,76.889999,73.099129,7388000
2017-07-25,77.610001,78.860001,77.389999,78.519997,74.648758,11504000
2017-07-26,78.550003,79.169998,77.940002,78.900002,75.010040,6716100
2017-07-27,78.720001,79.860001,78.480003,79.779999,75.846649,8052500
2017-07-28,79.800003,79.959999,79.540001,79.809998,75.875160,4975200
2017-07-31,79.820000,80.339996,79.690002,79.989998,76.046288,6263200
2017-08-01,80.250000,80.730003,80.000000,80.500000,76.531151,5726500
2017-08-02,80.339996,81.110001,80.300003,80.529999,76.559654,8673000
2017-08-03,81.339996,81.760002,80.669998,80.870003,76.882904,9946900
2017-08-04,81.059998,81.400002,80.209999,80.480003,76.512131,7141800
2017-08-07,80.570000,81.449997,80.540001,81.279999,77.272690,5484500
2017-08-08,81.169998,81.860001,80.900002,81.589996,77.567413,7381400
2017-08-09,81.110001,81.989998,80.900002,81.610001,78.074448,6606500
2017-08-10,81.070000,81.400002,80.550003,80.660004,77.165596,8045000
2017-08-11,80.730003,81.250000,80.360001,80.400002,76.916870,7905500
2017-08-14,80.589996,81.239998,80.500000,80.699997,77.203857,7760500
2017-08-15,80.830002,81.400002,80.540001,80.769997,77.270836,7066100
2017-08-16,81.269997,81.440002,80.540001,80.980003,77.471725,11536000
2017-08-17,78.849998,79.809998,78.330002,79.699997,76.247185,17293700
2017-08-18,79.620003,80.349998,79.279999,79.309998,75.874084,9753000
2017-08-21,79.120003,80.070000,78.790001,79.709999,76.256752,9613900
2017-08-22,79.800003,80.160004,79.709999,80.019997,76.553322,6546100
2017-08-23,80.349998,80.559998,79.879997,79.959999,76.495911,7799300
2017-08-24,80.610001,80.879997,77.849998,78.339996,74.946106,19128000
2017-08-25,78.500000,79.089996,78.480003,78.629997,75.223541,9902200
2017-08-28,78.410004,78.459999,77.860001,78.029999,74.649521,8621500
2017-08-29,77.669998,78.980003,77.500000,78.769997,75.357475,7665200
2017-08-30,78.820000,79.099998,78.519997,78.540001,75.137428,5829800
2017-08-31,78.599998,78.750000,78.059998,78.070000,74.687798,8194800
2017-09-01,78.309998,78.500000,78.209999,78.370003,74.974815,6474400
2017-09-05,77.949997,79.889999,77.900002,79.800003,76.342850,12068500
2017-09-06,79.879997,80.400002,79.720001,80.080002,76.610725,8426100
2017-09-07,80.320000,80.760002,80.000000,80.120003,76.648994,6820800
2017-09-08,79.739998,79.879997,77.730003,78.879997,75.462715,9999600
2017-09-11,79.150002,79.349998,78.660004,79.080002,75.654045,7000200
2017-09-12,79.300003,79.910004,79.169998,79.610001,76.161095,6005000
2017-09-13,79.610001,80.680000,79.589996,79.860001,76.400253,8823700
2017-09-14,79.790001,79.820000,79.220001,79.680000,76.228058,6939300
2017-09-15,79.809998,80.750000,79.269997,80.379997,76.897720,13317800
2017-09-18,80.209999,81.120003,79.949997,80.000000,76.534187,8176100
2017-09-19,80.180000,80.459999,79.699997,80.050003,76.582031,6174400
2017-09-20,80.169998,80.559998,79.870003,80.500000,77.012535,5318200
2017-09-21,80.570000,80.570000,79.720001,80.010002,76.543755,6430300
2017-09-22,79.889999,80.080002,79.250000,79.529999,76.084541,5755300
2017-09-25,78.919998,80.099998,78.860001,79.150002,75.721031,8547800
2017-09-26,79.040001,79.540001,78.919998,79.389999,75.950615,5835300
2017-09-27,79.419998,79.570000,78.669998,79.290001,75.854958,6314600
2017-09-28,79.000000,79.080002,78.120003,78.949997,75.529671,12372800
2017-09-29,78.849998,79.000000,77.980003,78.139999,74.754768,10353400
2017-10-02,77.900002,78.830002,77.500000,78.449997,75.051331,7709200
2017-10-03,78.830002,79.660004,78.750000,79.220001,75.787979,7936700
2017-10-04,79.269997,79.779999,79.070000,79.089996,75.663612,6173400
2017-10-05,79.169998,79.809998,79.080002,79.410004,75.969765,5138700
2017-10-06,78.779999,79.169998,78.250000,79.000000,75.577507,6246700
2017-10-09,79.500000,81.379997,79.400002,80.529999,77.041229,13493000
2017-10-10,82.680000,84.879997,82.610001,84.129997,80.485275,25124000
2017-10-11,84.580002,86.290001,84.099998,85.730003,82.015953,18561000
2017-10-12,85.699997,86.370003,85.059998,86.099998,82.369934,12877000
2017-10-13,86.239998,86.949997,86.239998,86.620003,82.867401,9389000
2017-10-16,86.580002,86.620003,85.019997,85.739998,82.025513,9300300
2017-10-17,85.500000,86.360001,85.320000,85.980003,82.255119,5851500
2017-10-18,86.150002,86.370003,86.010002,86.220001,82.484726,5472100
2017-10-19,86.150002,86.660004,85.769997,86.400002,82.656914,7029000
2017-10-20,86.599998,87.449997,86.279999,87.440002,83.651863,7617800
2017-10-23,87.339996,88.919998,87.260002,88.650002,84.809448,10586000
2017-10-24,88.690002,88.800003,87.910004,87.980003,84.168472,7700900
2017-10-25,87.849998,88.599998,87.430000,88.480003,84.646812,6408000
2017-10-26,88.660004,89.110001,88.019997,88.620003,84.780754,6484900
2017-10-27,88.139999,88.389999,87.150002,88.169998,84.350250,6617000
2017-10-30,87.940002,87.949997,86.389999,86.949997,83.183098,7052000
2017-10-31,86.860001,87.459999,86.599998,87.309998,83.527496,6006900
2017-11-01,87.070000,88.400002,87.000000,87.940002,84.130219,6176100
2017-11-02,88.279999,89.169998,87.800003,88.800003,84.952950,5183100
2017-11-03,89.019997,89.879997,88.760002,89.680000,85.794830,6512100
2017-11-06,89.419998,89.680000,88.680000,88.699997,84.857277,5104600
2017-11-07,88.870003,89.059998,88.309998,88.949997,85.096443,5349300
2017-11-08,89.110001,90.419998,89.099998,90.260002,86.349709,6767500
2017-11-09,89.940002,90.570000,89.349998,90.300003,86.387978,6904500
2017-11-10,90.239998,91.690002,90.199997,90.919998,86.981102,7647800
2017-11-13,91.040001,91.980003,90.870003,90.989998,87.048073,8491600
2017-11-14,90.699997,91.199997,90.180000,91.089996,87.143738,9834100
2017-11-15,90.339996,90.849998,89.650002,89.830002,85.938339,8433400
2017-11-16,95.120003,99.680000,94.720001,99.620003,95.304207,38122400
2017-11-17,99.239998,100.129997,96.580002,97.470001,93.247353,23575500
2017-11-20,96.440002,97.639999,95.760002,97.480003,93.256912,16394300
2017-11-21,97.739998,97.919998,96.320000,96.519997,92.338493,12746500
2017-11-22,96.650002,96.809998,96.110001,96.410004,92.233261,8918200
2017-11-24,96.870003,97.230003,96.529999,96.620003,92.434166,4496100
2017-11-27,96.849998,97.650002,96.300003,96.620003,92.434166,8904900
2017-11-28,96.589996,96.889999,95.820000,96.769997,92.577667,8709600
2017-11-29,97.220001,98.260002,96.879997,97.559998,93.333435,11424000
2017-11-30,98.089996,98.440002,96.510002,97.230003,93.017738,12854700
2017-12-01,97.610001,97.709999,96.230003,97.349998,93.132538,8296200
2017-12-04,97.730003,97.959999,96.680000,97.010002,92.807274,8956500
2017-12-05,97.000000,97.940002,96.919998,97.830002,93.591751,9010100
2017-12-06,97.989998,98.139999,97.239998,97.279999,93.065575,7141000
2017-12-07,97.059998,97.580002,96.650002,96.779999,93.075195,7502600
2017-12-08,96.300003,96.699997,96.139999,96.550003,92.853996,5821100
2017-12-11,96.959999,97.269997,96.290001,96.930000,93.219444,8928900
2017-12-12,96.849998,97.239998,96.599998,96.699997,92.998238,7810600
2017-12-13,96.660004,97.910004,96.550003,97.760002,94.017685,7879400
2017-12-14,98.000000,98.570000,97.099998,97.129997,93.411797,9385800
2017-12-15,97.709999,98.489998,96.910004,97.110001,93.392555,16142800
2017-12-18,97.379997,98.169998,97.360001,97.900002,94.152321,7964400
2017-12-19,99.910004,99.910004,98.290001,98.800003,95.017868,12012200
2017-12-20,99.449997,99.650002,98.449997,98.750000,94.969780,10729800
2017-12-21,99.000000,99.330002,97.980003,98.059998,94.306183,7369100
2017-12-22,98.290001,98.419998,97.680000,98.209999,94.450447,5478700
2017-12-26,98.349998,99.440002,98.349998,99.160004,95.364098,4295900
2017-12-27,99.559998,99.599998,98.830002,99.260002,95.460251,5140800
2017-12-28,99.519997,99.620003,99.120003,99.400002,95.594894,9763900
2017-12-29,99.400002,99.690002,98.750000,98.750000,94.969780,7144300
2018-01-02,99.300003,99.790001,98.519997,98.589996,94.815887,10150500
2018-01-03,98.849998,100.000000,98.769997,99.449997,95.642982,8903600
2018-01-04,99.540001,99.779999,98.910004,99.540001,95.729538,6830400
2018-01-05,99.639999,100.379997,99.610001,100.129997,96.296959,7284000
2018-01-08,100.250000,101.750000,100.209999,101.610001,97.720291,8843900
2018-01-09,102.029999,102.349998,100.309998,100.389999,96.547005,7312700
2018-01-10,99.750000,99.889999,98.529999,99.669998,95.854553,7930400
2018-01-11,99.699997,100.449997,98.779999,100.019997,96.191147,6537700
2018-01-12,100.389999,101.440002,100.300003,100.870003,97.008621,6951200
2018-01-16,101.339996,101.910004,100.339996,100.690002,96.835518,7170700
2018-01-17,101.150002,102.940002,100.699997,102.699997,98.768570,8610600
2018-01-18,104.739998,104.940002,103.620003,104.300003,100.307320,12307900
2018-01-19,104.639999,104.930000,103.660004,104.589996,100.586220,8378600
2018-01-22,104.500000,105.449997,104.040001,105.449997,101.413292,7308300
2018-01-23,105.290001,106.150002,104.570000,105.900002,101.846069,8287800
2018-01-24,106.349998,106.440002,104.820000,105.790001,101.740280,6823100
2018-01-25,105.849998,106.809998,105.849998,106.599998,102.519272,5857100
2018-01-26,107.000000,108.410004,106.680000,108.389999,104.240753,6786300
2018-01-29,108.110001,109.980003,107.989998,109.550003,105.356346,8355200
2018-01-30,109.139999,109.360001,107.150002,107.730003,103.606026,9180500
2018-01-31,107.769997,108.180000,106.070000,106.599998,102.519272,9812800
2018-02-01,105.959999,106.559998,105.180000,105.519997,101.480614,6386800
2018-02-02,105.150002,106.470001,104.150002,104.480003,100.480431,9253100
2018-02-05,103.400002,104.610001,97.089996,100.089996,96.258484,12561600
2018-02-06,97.639999,101.080002,97.250000,100.900002,97.037468,16413800
2018-02-07,100.500000,104.589996,100.010002,102.849998,98.912827,11165200
2018-02-08,103.230003,103.480003,100.000000,100.019997,96.191147,13975100
2018-02-09,100.529999,101.099998,96.430000,99.370003,95.566040,14184600
2018-02-12,100.129997,100.449997,98.800003,99.550003,95.739159,9135100
2018-02-13,99.330002,101.220001,99.330002,100.980003,97.114410,6622800
2018-02-14,100.860001,102.250000,100.209999,101.699997,97.806839,7307600
2018-02-15,102.550003,103.639999,101.830002,103.230003,99.278290,7494900
2018-02-16,103.089996,104.940002,101.980003,104.779999,100.768944,16064300
2018-02-20,96.989998,97.940002,94.099998,94.110001,90.507408,52088500
2018-02-21,95.110001,95.339996,91.239998,91.519997,88.016548,49503700
2018-02-22,91.430000,93.389999,91.309998,92.769997,89.218689,20365000
2018-02-23,92.879997,93.489998,91.760002,92.889999,89.334091,12791500
2018-02-26,92.900002,93.800003,92.220001,93.120003,89.555305,14699300
2018-02-27,93.629997,93.720001,91.510002,91.519997,88.016548,13376100
2018-02-28,92.000000,92.099998,90.000000,90.010002,86.564362,14143700
2018-03-01,90.169998,90.180000,87.709999,89.080002,85.669952,18909600
2018-03-02,87.269997,88.900002,87.239998,88.769997,85.371819,19043400
2018-03-05,88.139999,90.500000,88.070000,89.980003,86.535507,13383200
2018-03-06,90.349998,90.500000,88.629997,89.059998,85.650719,11054700
2018-03-07,87.980003,88.529999,87.339996,87.739998,84.381248,11453000
2018-03-08,87.769997,88.129997,87.339996,87.919998,85.058472,9588700
2018-03-09,88.239998,88.720001,87.529999,88.720001,85.832436,9754400
2018-03-12,88.699997,89.440002,87.879997,88.070000,85.203590,8474000
2018-03-13,88.389999,88.900002,87.980003,88.300003,85.426094,7173000
2018-03-14,88.510002,88.989998,87.500000,87.669998,84.816605,11040600
2018-03-15,87.680000,88.790001,85.900002,87.510002,84.661819,16615200
2018-03-16,87.720001,90.089996,87.500000,89.169998,86.267784,28396000
2018-03-19,88.910004,89.080002,87.099998,87.449997,84.603760,12053400
2018-03-20,87.860001,88.150002,87.370003,87.949997,85.087479,8258000
2018-03-21,87.889999,89.680000,87.680000,88.180000,85.310005,11836000
2018-03-22,87.529999,88.269997,86.989998,87.139999,84.303856,12248200
2018-03-23,87.349998,87.690002,85.279999,85.419998,82.639839,10125100
2018-03-26,86.220001,87.690002,86.110001,87.500000,84.652130,9199800
2018-03-27,87.959999,88.040001,85.480003,86.050003,83.249336,6545800
2018-03-28,86.260002,88.239998,86.190002,87.769997,84.913345,11576300
2018-03-29,87.900002,89.339996,87.769997,88.970001,86.074295,9274600
2018-04-02,88.000000,88.239998,84.839996,85.550003,82.765610,19128900
2018-04-03,86.250000,86.949997,85.550003,86.800003,83.974922,9695500
2018-04-04,85.599998,87.500000,85.440002,87.220001,84.381248,6536600
2018-04-05,87.599998,88.349998,87.050003,87.809998,84.952049,6380900
2018-04-06,86.830002,87.900002,86.129997,86.690002,83.868500,6350000
2018-04-09,86.849998,87.449997,86.239998,86.279999,83.471840,8368100
2018-04-10,86.839996,87.099998,85.660004,86.449997,83.636307,9127400
2018-04-11,86.000000,86.860001,85.800003,85.910004,83.113892,6279000
2018-04-12,86.190002,86.830002,85.410004,85.430000,82.649506,6856300
2018-04-13,85.889999,86.269997,85.190002,86.019997,83.220291,7559200
2018-04-16,86.199997,87.650002,86.120003,86.839996,84.013603,7020700
2018-04-17,87.480003,88.169998,87.410004,87.900002,85.039116,6801900
2018-04-18,88.199997,88.559998,87.510002,87.570000,84.719856,5854000
2018-04-19,87.410004,88.040001,86.580002,87.889999,85.029442,6588300
2018-04-20,87.870003,88.379997,86.669998,86.980003,84.149071,8324900
2018-04-23,86.889999,87.080002,86.019997,86.099998,83.297714,7360500
2018-04-24,86.769997,86.910004,85.570000,86.529999,83.713707,8469700
2018-04-25,86.320000,87.699997,85.889999,87.169998,84.332863,6760400
2018-04-26,87.169998,88.320000,86.900002,87.940002,85.077820,5782500
2018-04-27,87.870003,87.900002,87.080002,87.290001,84.448975,5651100
2018-04-30,87.940002,89.660004,87.919998,88.459999,85.580887,8685900
2018-05-01,87.669998,88.010002,86.349998,87.410004,84.565079,6957700
2018-05-02,87.129997,87.250000,86.160004,86.339996,83.529892,6083000
2018-05-03,86.190002,86.290001,85.120003,86.230003,83.423477,6876100
2018-05-04,86.000000,88.099998,85.360001,87.529999,84.681160,6971500
2018-05-07,87.489998,87.500000,85.269997,85.470001,82.688194,10783600
2018-05-08,85.519997,85.849998,84.919998,85.739998,82.949409,6551400
2018-05-09,82.559998,83.680000,82.000000,83.059998,80.356651,32265200
2018-05-10,82.639999,83.769997,82.010002,82.690002,80.502686,15857600
2018-05-11,82.690002,83.519997,81.949997,83.379997,81.174416,9934800
2018-05-14,83.889999,84.790001,83.650002,84.389999,82.157707,9499200
2018-05-15,84.059998,84.879997,83.800003,84.519997,82.284264,9322900
2018-05-16,84.870003,86.129997,84.739998,86.129997,83.851677,13733600
2018-05-17,87.040001,87.589996,83.849998,84.489998,82.255058,29720700
2018-05-18,84.239998,84.440002,83.489998,83.639999,81.427551,12043100
2018-05-21,84.139999,84.540001,83.820000,84.510002,82.274536,10715700
2018-05-22,84.500000,84.809998,83.290001,83.370003,81.164688,8067300
2018-05-23,82.949997,83.019997,82.169998,83.010002,80.814209,9231000
2018-05-24,83.000000,83.000000,81.779999,82.849998,80.658440,8576200
2018-05-25,82.849998,83.339996,82.320000,82.459999,80.278755,5913500
2018-05-29,81.959999,82.519997,81.809998,82.400002,80.220352,8428200
2018-05-30,82.449997,84.230003,82.260002,84.120003,81.894852,9314100
2018-05-31,83.940002,84.309998,82.510002,82.540001,80.356651,11468700
2018-06-01,83.040001,83.419998,82.849998,82.989998,80.794731,5237900
2018-06-04,83.500000,85.519997,83.300003,85.419998,83.160461,10922000
2018-06-05,85.449997,85.470001,84.250000,84.620003,82.381630,8281400
2018-06-06,84.949997,85.150002,84.349998,84.559998,82.323212,7362800
2018-06-07,84.779999,85.760002,84.690002,84.949997,82.702888,7705700
2018-06-08,84.779999,85.190002,84.139999,84.360001,82.128494,7602400
2018-06-11,84.410004,84.540001,83.790001,84.300003,82.070084,6252300
2018-06-12,84.320000,84.589996,83.470001,84.099998,81.875374,8061700
2018-06-13,83.889999,84.370003,83.849998,84.089996,81.865646,6358400
2018-06-14,84.220001,84.809998,83.669998,83.790001,81.573578,7517400
2018-06-15,83.500000,83.989998,83.059998,83.699997,81.485954,12503000
2018-06-18,83.050003,83.570000,82.820000,83.000000,80.804474,8502300
2018-06-19,82.599998,83.620003,82.370003,83.610001,81.398346,9352500
2018-06-20,83.709999,83.820000,83.160004,83.610001,81.398346,7966600
2018-06-21,83.400002,84.550003,82.900002,84.209999,81.982468,8092000
2018-06-22,84.459999,84.849998,84.099998,84.820000,82.576332,10813000
2018-06-25,84.589996,86.599998,84.480003,86.470001,84.182693,15939500
2018-06-26,86.529999,87.050003,85.760002,85.980003,83.705650,10126200
2018-06-27,85.900002,87.489998,85.550003,86.889999,84.591583,10299700
2018-06-28,86.849998,87.290001,85.690002,85.860001,83.588814,8467000
2018-06-29,85.900002,86.199997,85.519997,85.650002,83.384384,8255600
2018-07-02,85.650002,85.940002,83.400002,84.000000,81.778023,8125100
2018-07-03,84.089996,85.050003,84.089996,84.440002,82.206390,4396200
2018-07-05,84.940002,85.580002,84.269997,84.570000,82.332947,5367500
2018-07-06,84.199997,84.870003,83.820000,84.510002,82.274536,5613700
2018-07-09,85.000000,86.470001,84.769997,85.930000,83.656975,6575400
2018-07-10,85.930000,87.330002,85.879997,87.209999,84.903099,6048400
2018-07-11,87.059998,87.150002,86.389999,86.529999,84.241096,5595900
2018-07-12,86.940002,87.410004,86.220001,86.519997,84.231354,4888600
2018-07-13,86.519997,87.989998,86.500000,87.699997,85.380142,6388600
2018-07-16,87.620003,87.720001,86.830002,87.639999,85.321732,4447200
2018-07-17,87.400002,88.699997,87.400002,88.190002,85.857193,5911500
